,Timestamp,pm2.5
0,2020-06-10 10:00:01.376351,365.9417364431164
1,2020-06-10 10:00:02.678102,172.11844685969706
2,2020-06-10 10:00:03.923438,380.8454177456185
3,2020-06-10 10:00:04.523932,265.53786922628046
4,2020-06-10 10:00:05.746495,131.4922918545327
5,2020-06-10 10:00:06.665271,391.0211490339721
6,2020-06-10 10:00:08.018635,413.33860991855414
7,2020-06-10 10:00:09.025434,465.3219424754274
8,2020-06-10 10:00:10.503590,201.5406043433237
9,2020-06-10 10:00:11.795973,7.7777946579607455
10,2020-06-10 10:00:13.253209,334.7293275392477
11,2020-06-10 10:00:14.013764,197.2006335894807
12,2020-06-10 10:00:14.744988,161.7528153705534
13,2020-06-10 10:00:16.021752,471.55188125206587
14,2020-06-10 10:00:17.178030,471.4958708817227
15,2020-06-10 10:00:17.942709,374.4153173325515
16,2020-06-10 10:00:19.373131,279.9138804079705
17,2020-06-10 10:00:20.155475,295.88707679978455
18,2020-06-10 10:00:20.901188,108.7359274885119
19,2020-06-10 10:00:22.122832,212.07687136256448
20,2020-06-10 10:00:22.812699,92.75884913288563
21,2020-06-10 10:00:24.259042,471.7464495776726
22,2020-06-10 10:00:25.383241,91.5814942752856
23,2020-06-10 10:00:26.200122,442.87860237641416
24,2020-06-10 10:00:27.483914,471.62689264197564
25,2020-06-10 10:00:28.720698,312.52453735299565
26,2020-06-10 10:00:29.590228,250.91973152544327
27,2020-06-10 10:00:30.389421,431.79372305704254
28,2020-06-10 10:00:31.361611,249.71231591889958
29,2020-06-10 10:00:32.258696,299.6903357894718
30,2020-06-10 10:00:33.310656,463.0109701381122
31,2020-06-10 10:00:33.994543,285.47685517186324
32,2020-06-10 10:00:35.210925,232.29392477700546
33,2020-06-10 10:00:36.114124,135.76768398308815
34,2020-06-10 10:00:36.728958,427.1280895841211
35,2020-06-10 10:00:37.317064,71.7238842217221
36,2020-06-10 10:00:37.836130,104.97893755864418
37,2020-06-10 10:00:38.608298,315.4364759475392
38,2020-06-10 10:00:39.926974,130.75892715622433
39,2020-06-10 10:00:40.661574,351.29730440445576
40,2020-06-10 10:00:41.895081,34.482548149136925
41,2020-06-10 10:00:42.802869,214.86101177556787
42,2020-06-10 10:00:43.548782,266.5609285171712
43,2020-06-10 10:00:44.724576,36.84227145692481
44,2020-06-10 10:00:45.673938,485.8770338967147
45,2020-06-10 10:00:47.039236,498.5964720890323
46,2020-06-10 10:00:48.523943,284.03235122984216
47,2020-06-10 10:00:49.763360,482.34448612102716
48,2020-06-10 10:00:51.132992,351.5246436814026
49,2020-06-10 10:00:52.624017,184.52362432837955
50,2020-06-10 10:00:53.773361,150.54403633498626
51,2020-06-10 10:00:54.988340,188.1269960046072
52,2020-06-10 10:00:56.018804,360.3141343564547
53,2020-06-10 10:00:57.300365,131.90167145495323
54,2020-06-10 10:00:58.268659,39.515805097050546
55,2020-06-10 10:00:59.058718,102.20795120998521
56,2020-06-10 10:01:00.409044,482.32259303674766
57,2020-06-10 10:01:00.958844,213.90434998343227
58,2020-06-10 10:01:01.556368,27.707897217477573
59,2020-06-10 10:01:02.614590,453.38894633328385
60,2020-06-10 10:01:03.649152,346.5572282610749
61,2020-06-10 10:01:04.983264,47.8777897502794
62,2020-06-10 10:01:06.219241,405.4017868865149
63,2020-06-10 10:01:07.081707,295.69090780397767
64,2020-06-10 10:01:07.728287,432.78686937346856
65,2020-06-10 10:01:08.702010,454.1319758713689
66,2020-06-10 10:01:09.482457,415.1217658298511
67,2020-06-10 10:01:10.876067,95.28234332357577
68,2020-06-10 10:01:11.939864,388.6681333764168
69,2020-06-10 10:01:12.563681,148.17644911300587
70,2020-06-10 10:01:13.917123,28.19738792834897
71,2020-06-10 10:01:15.255276,146.2999599469399
72,2020-06-10 10:01:16.382340,43.09646591340316
73,2020-06-10 10:01:17.099672,25.72465902249149
